ID,NAME,PositionMain,Position2,Position3,Position4,Position5,side,Position,height,dominanthand,offense,defense,power,stamina,speed,acceleration,reflexes,quickness,dribblingaccuracy,dribblingspeed,passaccuracy,passspeed,3paccuracy,3pspeed,shootccuracy,shootdistance,shoottechnique,freethrow,curve,dunk,jump,technique,mentality,aggressive,alignment,condition,oppositeaccuracy,oppositefrequency,specialabilitiy1,specialabilitiy2,specialabilitiy3,specialabilitiy4,specialabilitiy5,specialabilitiy6,specialabilitiy7,specialabilitiy8,specialabilitiy9,specialabilitiy10,specialabilitiy11,specialabilitiy12,specialabilitiy13,specialabilitiy14,specialabilitiy15,specialabilitiy16,specialabilitiy17,specialabilitiy18,specialabilitiy19,specialabilitiy20,specialabilitiy22
2819,ダニ・エストラーダ,SMF,SB,,,,左,B,177,左,72,72,69,77,76,77,71,75,71,76,67,67,73,72,68,70,69,73,73,68,71,70,72,72,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2820,フアン・ホセ・バロス,OMF,ST,SMF,,,両,B,184,右,74,68,71,75,70,75,70,72,68,75,71,73,70,70,77,75,75,65,65,73,78,71,65,75,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2821,アンデルソン・アリアス,ST,CF,,,,右,B,176,右,74,67,71,71,73,75,73,77,76,74,71,69,67,67,75,69,76,69,69,71,75,74,65,76,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2822,アンドレ・マルティンス,CF,,,,,左,B,180,左,74,67,72,71,71,69,72,77,65,74,65,72,69,71,74,73,74,74,71,77,74,72,73,76,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2823,マノロ・ハロ,SB,,,,,左,B,176,左,72,73,70,77,74,74,71,74,70,74,70,72,73,72,68,71,69,69,73,67,71,71,74,70,73,5,5,5,,,,,,,,,,,,,,,,,,,,,
2824,エスカラーダ,OMF,CF,ST,,,,B,178,左,73,67,71,75,71,76,69,79,74,74,77,75,68,65,72,71,73,69,72,65,68,77,65,77,68,4,4,4,,,,,,,,,,,,,,,,,,,,,
2825,ドラメ,CB,SB,,,,逆,B,180,右,67,75,75,71,79,76,77,74,69,73,65,69,69,73,66,75,69,67,71,73,85,67,72,68,66,4,4,4,,,,,,,,,,,,,,,,,,,,,
2826,ナインゴラン,CMF,,,,,左,B,175,左,70,72,72,77,73,74,72,74,70,73,72,73,71,72,70,72,71,70,69,72,75,72,71,69,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2827,クイパー,SB,SMF,,,,両,B,183,右,71,72,77,74,73,71,68,69,69,73,66,76,71,80,68,83,71,69,71,72,69,68,67,72,68,4,4,4,,,,,,,,,,,,,,,,,,,,,
2828,ムアンバ,CMF,DMF,,,,,B,188,右,71,72,80,82,73,71,72,71,70,71,74,67,72,70,67,77,67,69,69,74,77,68,67,72,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2829,メサリッチ,CB,SB,,,,逆,B,180,右,66,79,74,72,69,70,73,69,67,70,67,74,68,74,67,73,69,72,71,81,85,67,75,66,76,5,4,4,,,,,,,,,,,,,,,,,,,,,
2830,レイネル・トーレス,DMF,CB,,,,左,B,169,左,68,75,69,89,69,73,84,79,69,70,75,72,69,65,69,69,69,69,69,66,76,69,75,66,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
2831,ビスカイーノ,CMF,,,,,右,C,177,右,69,73,72,77,73,74,74,75,68,69,68,69,68,73,70,77,71,66,68,73,76,72,75,70,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
2832,ロナウド・アンジェリン,CB,,,,,,B,177,右,66,82,74,71,72,69,77,70,68,69,70,72,71,72,70,72,68,69,69,75,75,70,78,65,80,6,4,4,,,,,,,,,,,,,,,,,,,,,
2833,ローン,CMF,OMF,DMF,,,,B,177,右,70,69,71,73,70,71,70,75,71,69,73,74,74,77,71,74,68,74,74,71,71,73,69,72,70,4,4,4,,,,,,,,,,,,,,,,,,,,,
2834,セバスティアン・ドミンゲス,CB,SW,,,,右,B,182,右,65,84,79,71,69,69,80,69,65,67,68,72,69,68,65,78,67,69,65,82,80,66,85,65,80,5,5,5,,,,,,,,,,,,,,,,,,〇,〇,〇,
2835,ムレシャン,CB,CMF,DMF,,,左,B,188,左,66,76,83,75,68,69,78,67,65,67,67,72,66,68,71,91,69,76,73,79,72,67,76,66,73,6,5,5,,,,,,,,,,,,,,,,,,〇,,,
2836,パジャス,CB,,,,,,B,193,右,65,78,81,70,68,68,75,67,67,67,70,74,74,71,68,85,67,72,69,84,70,67,78,65,73,5,4,4,,,,,,,,,,,,,,,,,,,,,
2837,セバスティアン・エルナンデス,OMF,SMF,,,,逆,B,178,右,70,69,70,70,69,73,68,71,75,76,75,71,74,68,79,69,76,74,75,65,71,76,65,75,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2838,ミラン・イェレミッチ,SMF,WG,,,,利,B,177,左,71,69,71,72,76,71,68,74,70,76,68,72,70,74,73,69,74,73,75,72,68,71,72,74,71,4,4,4,,,,,,,,,,,,,,,,,,,,,
2839,ブラセスコ,SB,CB,,,,両,B,178,右,69,74,73,77,74,75,71,75,68,75,68,67,69,69,69,72,69,68,69,72,75,68,76,70,75,5,5,5,,,,,,,,,,,,,,,,,,,,,
2840,イベルビア,SB,SMF,WB,,,左,B,175,左,70,72,70,75,74,75,72,75,69,75,67,69,73,76,70,71,69,69,73,70,74,70,67,72,70,4,4,4,,,,,,,,,,,,,,,,,,,,,
2841,ミハル・パパドプーロス,CF,WG,,,,右,B,186,右,76,66,75,70,78,74,69,73,71,75,70,65,68,65,75,75,75,69,68,71,73,75,71,73,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
2842,ホルヘ・F・カサノバ,SMF,,,,,利,C,178,右,70,69,69,76,80,76,68,76,68,75,68,67,70,72,74,69,74,70,73,70,72,75,71,74,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2843,ボオルケス,SB,,,,,左,B,165,右,72,72,68,78,71,77,71,77,70,75,68,65,70,72,68,68,70,74,73,67,69,70,83,72,76,6,4,4,,,,,,,,,,,,,,,,,,,,,
2844,ツァンニ,SB,,,,,利,C,188,左,71,73,74,76,75,70,68,69,70,75,67,69,74,78,68,79,70,69,74,72,69,68,71,70,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
2845,エデル・ゴドイ,ST,OMF,,,,右,B,174,右,71,69,69,73,71,73,72,75,68,75,73,74,67,65,77,69,74,73,71,76,68,66,72,77,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2846,ロラ,CMF,OMF,SB,,,利,B,168,右,72,71,69,77,74,77,69,80,71,74,73,68,72,67,73,68,72,75,76,67,70,71,68,71,72,5,5,5,,,,,,,,,,,,,,,,,,,,,
2847,サルクヴァーゼ,CB,SB,,,,左,B,184,左,67,77,77,78,74,72,73,71,67,73,70,70,71,70,67,72,67,70,70,72,74,69,74,68,75,5,4,4,,,,,,,,,,,,,,,,,,,,〇,
2848,カレーニョ,CF,,,,,,C,183,右,74,67,74,71,72,70,77,70,69,73,67,69,65,65,78,74,77,72,72,75,74,70,71,76,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2849,キーフテンベルト,CMF,SMF,SB,,,逆,B,179,右,71,72,71,75,71,72,71,72,70,73,74,70,73,73,71,74,67,75,76,71,72,69,68,69,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2850,ワルテル・アセベド,DMF,,,,,右,B,177,右,67,74,74,74,69,70,75,73,69,72,74,73,71,73,70,72,71,69,72,73,77,69,72,67,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2851,ステーレンス,SMF,,,,,利,B,183,右,70,68,74,72,74,73,72,74,71,72,70,75,71,79,68,75,71,69,70,69,74,71,66,72,68,3,4,4,,,,,,,,,,,,,,,,,,,,,
2852,ウアルバ,DMF,,,,,右,B,180,右,69,72,73,80,71,74,80,72,70,71,75,75,67,65,73,70,70,67,71,72,78,68,66,68,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2853,ミゲル・マンシージャ,CMF,,,,,左,B,172,右,69,73,72,78,70,71,80,78,67,70,71,74,67,68,71,74,72,67,68,72,76,72,72,69,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2854,スペアリング,CMF,,,,,,B,168,右,70,73,69,75,71,74,77,75,69,70,72,68,69,71,73,70,73,73,73,74,76,73,66,67,72,4,4,4,,,,,,,,,,,,,,,,,,,,,
2855,アデミ,DMF,CMF,CB,,,左,B,183,左,68,73,76,76,69,69,76,70,72,70,74,73,71,72,70,73,71,72,71,77,71,72,70,69,72,4,4,4,,,,,,,,,,,,,,,,,,,,,
2856,レプカ,CB,,,,,,B,183,右,66,83,77,71,69,69,77,68,65,69,67,72,71,72,66,72,69,67,68,79,79,66,89,65,76,4,5,5,,,,,,,,,,,,,,,,,,,〇,,
2857,ラソ,ST,OMF,,,,左,B,169,左,72,71,71,76,71,73,73,80,71,69,73,69,67,74,71,69,72,72,70,72,73,74,65,68,69,4,5,5,,,,,,,,,,,,,,,,,,,,,
2858,オラッラ,CB,,,,,,C,185,右,66,83,81,70,74,70,73,70,66,68,66,65,71,72,69,78,72,68,65,81,82,65,74,71,69,5,4,4,,,,,,,,,,,,,,,,,〇,,,,
2859,ヒギンボザム,SB,WB,CB,,,両,B,185,右,68,79,77,75,71,70,71,68,65,68,66,65,72,66,70,80,73,75,74,79,79,65,71,71,73,5,4,3,,,,,,,,,,,,,,,,,,,,,〇
2860,マンデッリ,CB,,,,,,B,190,右,65,80,86,74,69,68,75,67,65,68,69,73,71,72,67,77,67,67,67,81,73,65,78,65,76,7,5,5,,,,,,,,,,,,,,,,,〇,,,,
2861,テル・ホルスト,CB,DMF,SB,,,右,B,185,右,67,76,78,75,74,72,78,70,67,68,72,72,72,72,68,75,68,71,71,74,72,70,75,67,70,4,4,4,,,,,,,,,,,,,,,,,,〇,,,
2862,デサバト,CB,,,,,左,B,186,左,66,79,87,70,68,69,72,68,65,67,65,69,65,74,65,81,65,72,72,87,78,65,83,65,75,6,4,4,,,,,,,,,,,,,,,,,,,,〇,
2863,カーティス・デイヴィス,CB,,,,,左,C,188,左,66,82,83,75,77,74,79,72,67,67,71,69,68,68,65,73,67,67,66,74,75,68,73,69,71,5,5,5,,,,,,,,,,,,,,,,,〇,〇,,,
2864,ロルフ・フェルトシャー,CB,SB,,,,逆,B,183,右,65,78,74,73,72,70,75,70,67,67,70,78,75,79,66,73,67,71,72,73,74,69,72,67,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2865,ジェイムズ・ウォレス,CMF,SMF,,,,逆,B,178,右,69,70,72,75,72,71,74,69,69,67,69,75,72,72,73,74,73,73,75,73,73,68,72,74,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2866,レンドラ,OMF,CMF,,,,,B,188,右,71,71,81,71,71,69,69,69,71,67,74,81,71,78,70,80,70,69,69,73,70,73,66,70,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2867,アルギュリウ,CB,DMF,SB,,,利,A,183,左,69,74,76,79,81,74,76,73,69,78,68,67,65,66,69,71,70,69,71,74,72,67,72,72,72,4,4,4,,,,,,,,,,,,,,,,,,,,,
2868,フェルナローリ,CF,ST,,,,右,B,176,右,74,67,70,70,75,78,74,81,75,77,68,65,66,65,77,69,77,68,68,66,75,76,65,76,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2869,フェルフーク,WG,SMF,,,,利,B,187,右,73,67,73,72,79,74,70,71,72,77,70,68,73,69,74,74,74,69,73,69,69,73,65,72,66,4,6,6,,,,,,,,,,,,,,,,,,,,,
2870,レル,SB,,,,,利,B,180,右,71,74,76,75,75,72,68,78,69,75,68,67,72,69,67,71,66,67,72,72,79,72,72,69,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2871,ペドレッリ,SMF,,,,,利,C,182,右,72,69,71,71,75,74,70,73,72,74,68,69,72,71,73,70,73,73,75,72,71,72,70,74,68,4,4,4,,,,,,,,,,,,,,,,,,,,,
2872,マルコス・ゴンサレス,CB,DMF,,,,,B,188,右,69,75,77,84,73,72,78,72,68,71,68,65,66,65,70,73,74,65,65,74,80,68,76,67,73,6,5,5,,,,,,,,,,,,,,,,,,,,,
2873,バラファス,DMF,,,,,,B,188,右,67,75,78,73,70,71,74,69,65,71,67,72,68,71,70,76,69,73,73,81,75,65,71,68,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
2874,パウロ・アンドレ,CB,DMF,,,,,B,188,右,65,80,82,72,68,69,76,69,71,71,72,72,72,72,66,76,68,66,68,82,74,67,75,68,72,5,5,5,,,,,,,,,,,,,,,,,〇,,,,
2875,セバスティアン・スアレス,DMF,CMF,,,,左,C,177,左,68,76,75,76,69,71,78,73,67,70,71,75,67,67,70,73,69,68,67,73,71,70,83,67,80,5,5,5,,,,,,,,,,,,,,,,,,,,,
2876,イッペル,SMF,CMF,DMF,,,利,B,176,右,67,73,74,76,70,71,78,75,68,70,73,80,69,69,70,72,70,69,69,72,70,70,76,69,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2877,ガブリエル・リオス,CF,,,,,右,B,175,右,71,68,74,70,74,71,75,69,66,69,71,69,66,65,78,74,76,72,71,73,77,71,68,82,69,4,5,5,,,,,,,,,,,,,,,,,,,,,
2878,パウロン,CB,,,,,,B,186,右,66,82,83,75,72,70,79,68,67,69,70,72,68,66,68,76,65,67,65,77,76,66,77,70,73,5,5,5,,,,,,,,,,,,,,,,,〇,〇,,,
2879,ディエゴ・セルバンテス,SW,CB,,,,,B,191,右,66,79,82,78,69,68,75,67,67,68,72,73,72,71,66,77,66,67,68,83,74,70,75,65,73,4,4,4,,,,,,,,,,,,,,,,,,,,,
2880,スティーヴン・テイラー,CB,SB,,,,右,C,188,右,69,79,81,75,75,72,73,69,67,67,68,73,68,71,65,74,69,69,69,72,75,67,74,73,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2881,ベトン,CB,SB,,,,両,B,181,右,66,79,78,75,72,74,77,74,67,67,69,69,69,69,66,71,67,68,67,73,75,69,78,66,82,4,5,5,,,,,,,,,,,,,,,,,,〇,〇,〇,
2882,フェリックス・カセレス,SMF,,,,,両,B,176,右,71,70,70,70,77,75,69,74,71,78,71,65,72,79,71,71,71,73,73,68,74,70,65,73,66,4,4,4,,,,,,,,,,,,,,,,,,,,,
2883,イェセロッテ,ST,SB,,,,逆,B,180,右,70,70,70,76,70,76,72,81,76,78,71,66,71,68,72,70,70,69,69,65,73,76,67,74,68,4,5,5,,,,,,,,,,,,,,,,,,,,,
2884,ミゲル・ニエト,SMF,,,,,両,B,183,左,73,68,71,70,75,76,68,81,79,76,70,70,72,69,71,74,69,72,72,67,69,73,66,72,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2885,テン・ホールデ,CF,ST,WG,,,利,B,187,右,73,67,77,70,76,74,69,77,75,75,67,69,66,69,74,75,76,66,67,67,71,76,65,78,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2886,アルボルノス,CMF,CF,,,,,B,183,右,70,72,74,70,69,69,74,72,71,74,68,72,73,74,73,77,72,67,70,68,78,73,66,69,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2887,パリッカ,CF,ST,,,,,B,178,右,74,67,71,73,78,74,74,75,71,74,67,65,66,67,74,72,75,67,69,71,75,71,67,75,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2888,パポーニ,CF,,,,,,B,179,右,74,67,71,74,74,76,73,75,69,74,65,65,65,68,77,72,80,72,66,72,74,71,68,74,70,4,5,5,,,,,,,,,,,,,,,,,,,,,
2889,エリック・アッド,CB,DMF,SB,,,右,B,182,右,67,77,77,76,78,76,72,74,66,73,71,69,70,69,66,76,69,67,66,73,82,68,74,67,68,5,6,6,,,,,,,,,,,,,,,,,,,,,
2890,ヘラルド・ガリンド,DMF,SMF,CMF,WB,,逆,B,173,右,71,73,70,77,71,73,70,75,72,73,73,72,74,72,69,70,68,70,73,71,70,72,71,69,78,5,4,4,,,,,,,,,,,,,,,,,,,,,
2891,デニン,CF,,,,,右,C,176,右,72,67,75,71,74,70,73,71,68,71,66,73,65,66,75,72,75,69,67,71,78,73,70,85,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2892,サミー・トラオレ,CB,,,,,左,B,192,左,66,80,83,70,69,68,75,67,67,71,69,72,70,72,65,83,69,67,65,81,77,66,74,70,70,7,4,5,,,,,,,,,,,,,,,,,〇,,,,
2893,アバルカ,CB,SB,,,,左,B,175,右,68,77,72,78,72,73,73,71,67,71,71,70,68,69,69,74,69,71,72,72,77,66,76,70,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2894,ダービー,SB,,,,,両,B,183,右,69,73,72,76,73,71,74,69,69,71,72,68,73,73,66,71,66,72,72,69,74,69,77,72,72,3,5,5,,,,,,,,,,,,,,,,,,,,,
2895,キロス,SMF,OMF,CMF,,,両,B,175,右,74,68,69,74,73,75,71,77,75,71,73,72,72,69,71,69,70,72,73,71,72,73,68,72,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2896,アガード,CF,,,,,右,C,179,右,71,68,73,72,77,73,77,75,71,71,69,67,65,66,78,75,75,73,71,74,69,69,66,73,68,3,6,5,,,,,,,,,,,,,,,,,,,,,
2897,プレドル,CB,,,,,,B,194,右,65,78,88,74,68,69,77,67,67,70,67,65,70,68,65,86,66,67,68,83,73,67,76,68,73,5,5,6,,,,,,,,,,,,,,,,,,〇,,,
2898,ウェーレンベルフ,SB,DMF,,,,利,B,179,右,69,75,74,73,72,71,69,72,69,69,70,73,71,72,68,73,70,68,73,74,75,70,73,67,75,5,5,5,,,,,,,,,,,,,,,,,,,,,
2899,カルロス・ソリス,CB,,,,,,B,184,右,68,76,78,74,70,70,74,68,65,68,66,72,68,71,68,78,71,73,71,79,76,65,76,71,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2900,デル・バジェ,ST,WG,,,,両,B,171,右,72,68,69,71,83,84,69,84,72,80,68,69,68,68,72,68,74,66,66,65,78,72,67,78,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2901,ヴェルジュローユ,SB,,,,,左,B,186,左,68,74,78,74,82,70,68,68,72,78,67,69,72,74,66,75,66,69,73,70,76,66,70,70,69,4,4,4,,,,,,,,,,,,,,,,,,,,,
2902,アルファロ,SMF,WG,OMF,,,両,B,173,左,72,70,69,71,78,78,69,77,75,77,70,72,73,70,71,69,71,71,72,65,70,73,67,72,69,4,5,5,,,,,,,,,,,,,,,,,,,,,
2903,ダビド・ビジャルバ,SMF,WB,DMF,SB,,利,B,181,右,72,73,73,76,70,75,76,71,70,76,70,75,68,67,69,70,69,71,71,65,80,74,68,69,69,4,5,5,,,,,,,,,,,,,,,,,,,,,
2904,バカリ・サレ,CMF,SMF,,,,逆,B,182,右,71,71,73,74,75,78,71,76,73,76,72,72,69,65,67,71,67,70,70,70,76,75,66,74,66,3,4,4,,,,,,,,,,,,,,,,,,,,,
2905,ジョズエ・ペスケイラ,OMF,ST,WG,SMF,,両,B,174,左,70,68,69,71,70,76,69,78,76,75,76,71,75,73,73,69,70,75,74,65,70,76,65,74,66,3,4,4,,,,,,,,,,,,,,,,,,,,,
2906,エルユヌシ,CF,ST,WG,OMF,,両,B,172,右,72,68,69,71,72,74,69,79,78,75,73,71,70,68,79,68,75,74,74,65,69,78,65,73,66,3,7,7,,,,,,,,,,,,,,,,,,,,,
2907,ルンドベリ,SMF,CMF,,,,両,B,186,右,71,70,73,75,74,72,71,72,71,75,72,69,72,74,71,75,72,73,72,65,69,72,66,72,68,3,5,5,,,,,,,,,,,,,,,,,,,,,
2908,ビオホ,CMF,,,,,,B,180,右,68,73,71,72,69,73,77,72,70,74,72,73,67,72,73,76,71,67,68,73,75,69,71,70,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2909,ロヘロ,ST,,,,,,B,170,右,73,67,69,74,73,75,72,80,73,74,72,68,69,69,74,68,73,66,66,73,75,73,70,74,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2910,ネルソン・リバス,CB,,,,,,B,182,右,66,82,79,77,77,81,69,70,67,73,65,68,66,68,65,81,69,65,67,76,86,65,71,65,66,4,5,5,,,,,,,,,,,,,,,,,,,,,〇
2911,ナバブ,WG,SMF,,,,右,C,184,右,72,67,73,70,75,71,68,74,76,73,69,65,74,71,73,72,73,73,71,69,79,68,67,74,68,3,5,5,,,,,,,,,,,,,,,,,,,,,
2912,フランシス,SB,DMF,,,,利,B,179,右,68,74,75,74,71,71,70,75,66,73,71,72,70,66,67,78,66,72,69,70,74,69,80,68,76,5,5,5,,,,,,,,,,,,,,,,,,,,,
2913,バエナ,DMF,CMF,,,,右,B,179,左,71,73,72,75,73,73,75,74,71,73,73,72,69,71,69,70,70,71,73,69,72,71,67,68,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2914,ディエゴ・ベラ,CF,,,,,,B,184,右,78,66,74,72,74,71,74,71,70,72,66,67,65,65,78,75,80,65,65,76,71,70,68,82,69,4,5,5,,,〇,,,,,,,,,,,,,,,,,,
2915,ダビラ,ST,CF,,,,右,B,172,右,75,66,69,73,75,73,75,76,68,72,73,69,69,65,77,74,76,69,70,77,69,66,67,74,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2916,ヘスス・パラシオス,DMF,SB,CB,,,逆,B,178,右,67,76,74,77,73,74,84,74,67,71,68,72,68,65,66,70,67,68,67,76,78,69,79,68,73,5,5,5,,,,,,,,,,,,,,,,,,,,,
2917,ブルーノ・シナ,DMF,,,,,,B,182,左,68,76,76,85,73,74,81,72,67,71,67,68,68,66,70,73,66,68,66,73,77,65,77,67,70,6,5,5,,,,,,,,,,,,,,,,,,〇,,,
2918,ロベルト・ペレイラ,SMF,CMF,,,,左,B,184,左,70,69,73,71,71,71,69,71,74,71,73,74,72,72,72,75,72,73,72,68,76,73,68,72,66,4,4,4,,,,,,,,,,,,,,,,,,,,,
2919,パニン,SB,,,,,利,B,180,右,70,75,70,79,71,71,73,72,67,71,70,72,72,71,68,71,69,67,71,72,73,70,71,68,78,6,6,5,,,,,,,,,,,,,,,,,,,,,
2920,ホランド,CMF,DMF,,,,右,B,180,右,69,73,75,76,73,71,74,72,67,70,72,78,70,72,68,73,70,71,70,71,75,67,73,67,71,4,4,4,,,,,,,,,,,,,,,,,,,,,
2921,マウリシオ・ペレイラ,DMF,,,,,,B,173,右,68,76,72,76,71,73,77,76,70,70,75,73,72,69,69,69,68,72,66,70,72,72,73,66,76,4,5,5,,,,,,,,,,,,,,,,,,,,,
2922,ルベン・ゴンサレス,CB,DMF,,,,,B,187,右,68,81,77,75,70,69,78,69,71,69,71,72,71,68,72,72,72,67,66,80,80,67,71,67,68,5,5,5,,,,,,,,,,,,,,,,,,,,,
2923,パパクリ・ディオップ,CMF,DMF,,,,,B,180,右,66,75,77,85,74,73,76,71,67,69,70,72,67,71,68,70,72,69,70,66,78,73,73,69,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2924,エンリケス,CB,,,,,,B,180,右,65,76,76,76,69,69,77,69,66,69,68,69,68,72,71,76,69,67,70,74,77,67,80,70,78,4,5,5,,,,,,,,,,,,,,,,,,,〇,〇,〇
2925,ハビエル・クエジャル,CB,SB,,,,逆,B,190,右,66,85,82,73,73,69,75,68,67,69,72,72,71,65,67,72,69,68,68,74,74,67,75,67,76,6,5,5,,,,,,,,,,,,,,,,,〇,,,,
2926,ケラー,CB,DMF,SB,,,利,B,183,右,67,77,76,70,72,70,72,72,65,67,68,75,72,70,70,82,71,68,68,82,82,65,72,67,72,4,5,5,,,,,,,,,,,,,,,,,,,,,
2927,フェレーロ,CB,SW,,,,右,C,182,右,66,80,78,73,69,70,80,70,67,67,70,72,69,69,65,74,65,68,68,79,79,72,79,65,76,6,5,5,,,,,,,,,,,,,,,,,,〇,〇,,
2928,マルク・バリエンテ,CB,DMF,SB,,,両,B,184,右,67,74,74,72,70,70,71,69,69,67,78,71,83,73,66,71,68,73,71,75,73,72,76,66,73,4,5,5,,,,,,,,,,,,,,,,,,,,,
2929,イバン・ペレス,SB,SMF,WB,,,右,B,173,右,71,72,69,76,82,79,70,77,70,76,67,67,70,74,69,70,67,68,71,68,77,70,69,71,69,5,5,5,,,,,,,,,,,,,,,,,,,,,
2930,ラガトズ,ST,SMF,,,,右,B,172,右,71,68,69,71,75,78,71,78,73,75,68,69,66,69,74,68,72,72,73,71,74,75,67,77,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2931,クシュニル,SB,SMF,,,,利,B,184,右,72,72,73,75,74,72,68,70,72,75,70,67,74,75,70,71,71,69,71,70,69,69,72,70,75,4,5,6,,,,,,,,,,,,,,,,,,,,,
2932,ミンダ,DMF,CMF,WB,SB,,両,C,180,右,70,73,77,79,78,75,72,74,67,74,65,69,68,68,68,77,68,66,66,73,81,66,74,69,70,5,5,5,,,,,,,,,,,,,,,,,,,,,〇
2933,マルキーニョス・パラナ,DMF,OMF,CMF,SB,CB,右,B,174,右,69,75,73,85,69,69,74,71,69,74,72,74,73,67,68,71,66,69,71,75,78,65,73,67,78,5,5,5,,,,,,,,,,,,,,,,,,,,,
2934,ディ・カルミーネ,ST,CF,,,,,B,188,右,73,68,72,70,73,74,69,75,76,74,76,73,72,66,73,71,74,70,71,67,69,73,67,73,66,3,5,5,,,,,,,,,,,,,,,,,,,,,
2935,エチャイデ,SB,CB,,,,利,B,179,右,67,74,73,74,72,71,74,72,70,73,71,73,72,73,65,69,68,72,72,73,72,70,73,66,75,4,5,5,,,,,,,,,,,,,,,,,,,,,
2936,フェリペ・グティエレス,CMF,,,,,,B,170,右,69,73,70,77,70,73,73,80,68,73,72,69,70,72,70,74,73,68,69,70,70,73,75,70,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2937,グレッグ・カニンガム,SB,WG,SMF,,,両,B,183,右,71,73,71,75,76,75,72,70,71,73,72,69,73,75,69,72,72,73,75,71,69,68,65,70,66,4,4,4,,,,,,,,,,,,,,,,,,,,,
2938,ファズリ,CF,,,,,,B,184,右,72,67,77,70,77,72,70,73,69,72,66,73,66,68,75,76,75,65,65,78,77,69,66,82,66,3,4,4,,,,,,,,,,,,,,,,,,,,,
2939,ホーイフェルト,CB,SMF,CMF,WB,SB,左,B,193,左,69,75,86,74,69,69,74,67,70,72,72,73,76,73,67,78,69,67,71,76,70,70,67,69,69,5,5,5,,,,,,,,,,,,,,,,,,,,,
2940,ファビアン・トルヒージョ,CMF,OMF,DMF,,,,B,182,右,70,73,77,74,72,70,74,72,66,71,71,75,67,69,69,78,68,67,67,73,75,67,77,70,73,5,5,5,,,,,,,,,,,,,,,,,,,,,
2941,ベルトロ,SMF,WB,DMF,,,左,B,175,左,71,72,71,80,73,73,71,74,71,71,76,71,75,71,69,69,68,71,72,68,73,72,66,69,71,4,5,5,,,,,,,,,,,,,,,,,,,,,
2942,クビーク,WG,,,,,利,B,179,右,71,69,69,76,76,79,68,72,73,71,69,70,72,70,72,74,74,72,73,71,68,67,67,76,66,4,5,5,,,,,,,,,,,,,,,,,,,,,
2943,ヌーノ・ヂオゴ,CB,DMF,,,,,B,189,右,65,80,82,74,68,68,74,67,70,70,71,72,72,65,70,76,70,69,67,79,82,70,67,68,73,5,5,5,,,,,,,,,,,,,,,,,〇,,,,
2944,ディエゴ・アリアス,DMF,,,,,,B,174,左,69,73,70,75,69,72,75,75,73,70,79,73,74,70,71,69,68,70,69,69,72,75,73,67,73,5,5,5,,,,,,,,,,,,,,,,,,,,,
2945,クヤテ,OMF,CMF,,,,,B,189,右,71,71,80,76,71,68,73,67,72,70,73,69,69,67,72,72,74,73,71,72,69,76,66,72,69,4,5,5,,,,,,,,,,,,,,,,,,,,,
